id,label
fígar,fígar
intoxicação,intoxicação
ingurgitadar,ingurgitadar
folículo,folículo
escorregar,escorregar
calagem,calagem
engenharia,engenharia
monórquidos,monórquidos
superpastejo,superpastejo
bulir,bulir
bulbo,bulbo
ração,ração
vampiricida,vampiricida
phaseoloide,phaseoloide
estirpe,estirpe
hipófise,hipófise
flanco,flanco
cicatrizante,cicatrizante
arenoso,arenoso
ovócito,ovócito
lateral,lateral
pútridos,pútridos
lábio,lábio
semeadura,semeadura
viscosidade,viscosidade
micuim,micuim
pivô,pivô
parasitismo,parasitismo
verminose,verminose
legislação,legislação
medicamento,medicamento
cesariana,cesariana
verão,verão
mocho,mocho
recomendação,recomendação
serrar,serrar
nutriente,nutriente
estação,estação
fabricante,fabricante
caseiro,caseiro
enxofre,enxofre
raço,raço
decumbens,decumbens
cuidado,cuidado
acústico,acústico
fitoterapia,fitoterapia
microbiológico,microbiológico
balanço,balanço
nucleotídeo,nucleotídeo
inflamar,inflamar
crioscópico,crioscópico
isolamento,isolamento
gir,gir
traumatismo,traumatismo
sabão,sabão
selo,selo
tamponante,tamponante
nosódio,nosódio
sopa,sopa
capoeira,capoeira
criptorquidia,criptorquidia
calórico,calórico
sugador,sugador
pluviométrico,pluviométrico
embalagem,embalagem
banhar,banhar
balancear,balancear
interação,interação
ovulação,ovulação
hormônio,hormônio
demandar,demandar
heterozigoto,heterozigoto
alcoólico,alcoólico
repouso,repouso
aditivo,aditivo
antixenose,antixenose
revolvimento,revolvimento
lactação,lactação
solubilil,solubilil
adesivo,adesivo
tostagem,tostagem
frio,frio
pilha,pilha
olho,olho
abrigo,abrigo
revacinar,revacinar
ptaquiloser,ptaquiloser
ninfa,ninfa
cestoide,cestoide
prescrever,prescrever
corda,corda
herbicida,herbicida
secador,secador
operação,operação
parte,parte
plântula,plântula
acasalamento,acasalamento
reciclável,reciclável
parasita,parasita
outonal,outonal
umedecimento,umedecimento
alvéolo,alvéolo
microbiologia,microbiologia
insolação,insolação
orientar,orientar
clorótico,clorótico
exigência,exigência
sementes,sementes
dosagem,dosagem
brasiliensil,brasiliensil
geladeira,geladeira
obra,obra
poluição,poluição
pedilúvio,pedilúvio
semissólido,semissólido
encharcamento,encharcamento
dose,dose
fisiologia,fisiologia
aeróber,aeróber
brinco,brinco
aniônico,aniônico
multiflorum,multiflorum
fertilizante,fertilizante
homozigoto,homozigoto
germinação,germinação
sintomatologia,sintomatologia
arborizar,arborizar
dormência,dormência
leguminosa,leguminosa
alfafal,alfafal
neblina,neblina
procarboxipeptidase,procarboxipeptidase
colher,colher
substância,substância
banana,banana
macrocephala,macrocephala
colheita,colheita
dietético,dietético
língua,língua
núcleo,núcleo
corpo,corpo
rebanho,rebanho
cigarrinhar,cigarrinhar
doloroso,doloroso
avó,avó
vidro,vidro
mineralizar,mineralizar
congelador,congelador
alvenaria,alvenaria
crioscopia,crioscopia
árvore,árvore
novilho,novilho
fenotípico,fenotípico
umbigueira,umbigueira
humidicola,humidicola
vaso,vaso
descendente,descendente
caseína,caseína
paternidade,paternidade
mosquicida,mosquicida
infectocontagiosa,infectocontagiosa
mestiço,mestiço
descorna,descorna
bovina,bovina
impermeável,impermeável
desconforto,desconforto
visão,visão
sensorial,sensorial
aproveitar,aproveitar
molecular,molecular
parir,parir
queda,queda
intramamário,intramamário
fosfatados,fosfatados
prostração,prostração
infestação,infestação
ripado,ripado
petróleo,petróleo
animais,animais
ancep,ancep
tampa,tampa
ferir,ferir
método,método
irrigação,irrigação
oxalato,oxalato
frigidez,frigidez
utensílio,utensílio
raspagem,raspagem
lã,lã
biomedicina,biomedicina
secar,secar
quaternária,quaternária
edema,edema
aquilinum,aquilinum
parâmetro,parâmetro
trator,trator
picada,picada
aminoácido,aminoácido
infectar,infectar
espermatozoide,espermatozoide
eficiente,eficiente
instalações,instalações
fértil,fértil
tintura,tintura
amargo,amargo
abdômen,abdômen
armazenagem,armazenagem
oxitocina,oxitocina
exame,exame
termômetro,termômetro
frasco,frasco
somatotropina,somatotropina
assepsia,assepsia
multípara,multípara
seca,seca
leite,leite
palpação,palpação
hemorragia,hemorragia
bicarbonato,bicarbonato
desinfetante,desinfetante
desinfetar,desinfetar
infertilidade,infertilidade
excretar,excretar
efeito,efeito
recurso,recurso
lenhoso,lenhoso
oxidação,oxidação
brusco,brusco
modo,modo
quelação,quelação
vegetativo,vegetativo
campilobacteriose,campilobacteriose
pulgão,pulgão
dodecil,dodecil
conservante,conservante
evaporativo,evaporativo
moer,moer
lombo,lombo
promíscuo,promíscuo
agalactiae,agalactiae
válvula,válvula
acetonemia,acetonemia
filho,filho
concentrar,concentrar
vitamínico,vitamínico
pedra,pedra
porosidade,porosidade
tolerante,tolerante
maneira,maneira
bosque,bosque
gamaglobulina,gamaglobulina
compactação,compactação
morfofisiológica,morfofisiológica
metabolismo,metabolismo
fisiológico,fisiológico
rotacionar,rotacionar
balança,balança
galvanizar,galvanizar
armadilha,armadilha
subterrâneo,subterrâneo
mofado,mofado
fêmeo,fêmeo
testicular,testicular
semeadeira,semeadeira
térmico,térmico
mão,mão
organismo,organismo
strigosa,strigosa
estilosante,estilosante
aceiro,aceiro
pus,pus
nitrato,nitrato
endogamia,endogamia
homeotermia,homeotermia
copa,copa
ver,ver
alcalinizante,alcalinizante
cirúrgico,cirúrgico
poluente,poluente
tênia,tênia
estrangulamento,estrangulamento
daninhar,daninhar
herdar,herdar
barato,barato
chão,chão
progênie,progênie
ferimento,ferimento
rinotraqueítar,rinotraqueítar
agudar,agudar
elevar,elevar
divisória,divisória
contaminação,contaminação
semiaberto,semiaberto
certificar,certificar
lugar,lugar
coliforme,coliforme
radicular,radicular
preventivo,preventivo
gene,gene
aeróbia,aeróbia
fresca,fresca
pressão,pressão
apatia,apatia
infusão,infusão
iodato,iodato
solo,solo
aptidãar,aptidãar
emagrecimento,emagrecimento
suculento,suculento
microbiana,microbiana
muscular,muscular
genético,genético
patologia,patologia
inflamação,inflamação
quimotripsina,quimotripsina
azebuadar,azebuadar
cair,cair
raiva,raiva
base,base
unidade,unidade
pepsina,pepsina
certo,certo
vacinação,vacinação
quaternário,quaternário
salmonelose,salmonelose
transgênica,transgênica
prateleira,prateleira
parteiro,parteiro
arroxear,arroxear
reação,reação
fotossintético,fotossintético
mocha,mocha
velho,velho
consumidor,consumidor
cobalto,cobalto
fascicular,fascicular
carbúnculo,carbúnculo
espessura,espessura
tomar,tomar
radiação,radiação
rótulo,rótulo
vermífugo,vermífugo
pele,pele
fenótipo,fenótipo
telefone,telefone
periparto,periparto
cruzar,cruzar
purpureum,purpureum
gestante,gestante
via,via
incrustação,incrustação
instalação,instalação
suficiente,suficiente
septicemia,septicemia
macio,macio
bócio,bócio
ferrar,ferrar
biológico,biológico
teto,teto
minutiflora,minutiflora
parasitária,parasitária
desfolha,desfolha
subnutrição,subnutrição
clorídrico,clorídrico
estresse,estresse
administração,administração
ventilação,ventilação
acasalar,acasalar
sexado,sexado
tubo,tubo
alta,alta
pé,pé
preparar,preparar
rotativo,rotativo
