id,label
animais,animais
raspar,raspar
alumínio,alumínio
magro,magro
limpo,limpo
bolsa,bolsa
molecular,molecular
segregação,segregação
perna,perna
evaporação,evaporação
vaginal,vaginal
sapé,sapé
laboratório,laboratório
homeopático,homeopático
líquida,líquida
manipulação,manipulação
concentrado,concentrado
rebanho,rebanho
leite,leite
sintoma,sintoma
nlemfuensil,nlemfuensil
cupim,cupim
bezerra,bezerra
sementes,sementes
principal,principal
gradagem,gradagem
alto,alto
cetose,cetose
engorda,engorda
sombrite,sombrite
perfilhamento,perfilhamento
obra,obra
fêmeo,fêmeo
frasco,frasco
vegetativo,vegetativo
nlemfuensis,nlemfuensis
gordo,gordo
liber,liber
ruminal,ruminal
potássio,potássio
bicálcico,bicálcico
ráquis,ráquis
geladeira,geladeira
humano,humano
interação,interação
chorumar,chorumar
garantir,garantir
ataque,ataque
seiva,seiva
canhão,canhão
placa,placa
híbrido,híbrido
circulação,circulação
orelha,orelha
afetar,afetar
glândula,glândula
inflamatório,inflamatório
gramínea,gramínea
sensibilidade,sensibilidade
óxido,óxido
adubar,adubar
estábulo,estábulo
protozoário,protozoário
inchar,inchar
consumir,consumir
freezer,freezer
ressecamento,ressecamento
gêmeo,gêmeo
testículo,testículo
frio,frio
metabolismo,metabolismo
inundação,inundação
pelar,pelar
deslocamento,deslocamento
teor,teor
adocicar,adocicar
corpo,corpo
sombrear,sombrear
infraestrutura,infraestrutura
lesão,lesão
agalactiae,agalactiae
corporal,corporal
raiz,raiz
ruziziensil,ruziziensil
morcego,morcego
núcleo,núcleo
concentrar,concentrar
mineralizado,mineralizado
fósforo,fósforo
oxitocina,oxitocina
saginatar,saginatar
capim,capim
salobrar,salobrar
toxina,toxina
ácido,ácido
método,método
cisteína,cisteína
cama,cama
dedo,dedo
nutritivo,nutritivo
tropical,tropical
cortar,cortar
nitrogenada,nitrogenada
corrente,corrente
compactação,compactação
abomaso,abomaso
quebrar,quebrar
álcool,álcool
armadilha,armadilha
cocho,cocho
lançar,lançar
rebanhar,rebanhar
recurso,recurso
desaleitar,desaleitar
pus,pus
lactação,lactação
fósforar,fósforar
comercial,comercial
diferir,diferir
heterose,heterose
enxofrar,enxofrar
energético,energético
volumoso,volumoso
cloro,cloro
ar,ar
desinfetante,desinfetante
demanda,demanda
animal,animal
geada,geada
estirpe,estirpe
cauda,cauda
vermelhinho,vermelhinho
desmamar,desmamar
trator,trator
terapêutico,terapêutico
desmame,desmame
subcutâneo,subcutâneo
zebuíno,zebuíno
estilosante,estilosante
silagem,silagem
bomba,bomba
bula,bula
pilha,pilha
guandu,guandu
somatotropina,somatotropina
abrigo,abrigo
mourão,mourão
eimeriose,eimeriose
regime,regime
temperatura,temperatura
cavalo,cavalo
populaçãar,populaçãar
forragear,forragear
nutrir,nutrir
excreção,excreção
proporção,proporção
folicular,folicular
prostrar,prostrar
paternidade,paternidade
rotativo,rotativo
gás,gás
guzer,guzer
fervente,fervente
instalação,instalação
oferecer,oferecer
reciclável,reciclável
palatável,palatável
fenótipo,fenótipo
arroxear,arroxear
ventilar,ventilar
calor,calor
sadio,sadio
febre,febre
detergente,detergente
campilobacteriose,campilobacteriose
vegetação,vegetação
fertirrigação,fertirrigação
embrionário,embrionário
reflexo,reflexo
nucleotídeo,nucleotídeo
pastagem,pastagem
preparar,preparar
macega,macega
subclínico,subclínico
calórico,calórico
digestivo,digestivo
maternidade,maternidade
componente,componente
morte,morte
enxertar,enxertar
rinotraqueítar,rinotraqueítar
avear,avear
ovo,ovo
gene,gene
fraco,fraco
irmão,irmão
raça,raça
anemia,anemia
apetite,apetite
agudo,agudo
magra,magra
lactose,lactose
reação,reação
tomada,tomada
cruzar,cruzar
transgênico,transgênico
obeso,obeso
metabólico,metabólico
coçar,coçar
sexado,sexado
funcionar,funcionar
herbáceo,herbáceo
modo,modo
organizar,organizar
perda,perda
bom,bom
fenação,fenação
obtenção,obtenção
recolher,recolher
fetal,fetal
medicamento,medicamento
aborto,aborto
plantio,plantio
nuclear,nuclear
cobertura,cobertura
queijo,queijo
muscular,muscular
carrapaticidar,carrapaticidar
objetivo,objetivo
fisiologia,fisiologia
terapia,terapia
amônio,amônio
agente,agente
medo,medo
desinfetar,desinfetar
queima,queima
mucoso,mucoso
diluição,diluição
escuro,escuro
decumbem,decumbem
administração,administração
rótulo,rótulo
arraçoamento,arraçoamento
helminto,helminto
pressãar,pressãar
taxa,taxa
garupa,garupa
mineralizar,mineralizar
térmico,térmico
microbiológico,microbiológico
drenar,drenar
vidro,vidro
amarelar,amarelar
desaleitamento,desaleitamento
aureus,aureus
umbilical,umbilical
pasteurizado,pasteurizado
vacinar,vacinar
cuidado,cuidado
madeira,madeira
cespitoso,cespitoso
macio,macio
aquoso,aquoso
secretar,secretar
solubilidade,solubilidade
minutiflora,minutiflora
acasalamento,acasalamento
vacinação,vacinação
língua,língua
bezerro,bezerro
zebu,zebu
bovino,bovino
mutica,mutica
banho,banho
operação,operação
célula,célula
queimada,queimada
nutrientes,nutrientes
carga,carga
ferimento,ferimento
fosfato,fosfato
concentração,concentração
plástico,plástico
refrigerar,refrigerar
bovil,bovil
peletizado,peletizado
congelar,congelar
emagrecer,emagrecer
imunológico,imunológico
tamponante,tamponante
fita,fita
bacteriano,bacteriano
parasitose,parasitose
piquete,piquete
parasitário,parasitário
precoce,precoce
armazenamento,armazenamento
plantar,plantar
útil,útil
imunoglobulina,imunoglobulina
basar,basar
tolerância,tolerância
técnico,técnico
parede,parede
lisa,lisa
caseína,caseína
ossaturo,ossaturo
inseto,inseto
acidente,acidente
lombo,lombo
lento,lento
anaeróbio,anaeróbio
alimento,alimento
hormonal,hormonal
homeopatia,homeopatia
bicarbonato,bicarbonato
ginecológico,ginecológico
distúrbio,distúrbio
vácuo,vácuo
conservante,conservante
malha,malha
dosagem,dosagem
rizoma,rizoma
superpastejo,superpastejo
hábito,hábito
cisticercose,cisticercose
enzima,enzima
material,material
iodofórmio,iodofórmio
ninfa,ninfa
vitamina,vitamina
interferir,interferir
pastejo,pastejo
estolão,estolão
intoxicação,intoxicação
genético,genético
radicular,radicular
teteira,teteira
anticorpo,anticorpo
hereditário,hereditário
brachiaria,brachiaria
acetonemia,acetonemia
isolamento,isolamento
lugar,lugar
líquido,líquido
matar,matar
coler,coler
flúor,flúor
bicheira,bicheira
úmido,úmido
chuva,chuva
nutriente,nutriente
fitoterápico,fitoterápico
aditivo,aditivo
abundante,abundante
pulgão,pulgão
adulto,adulto
leguminosa,leguminosa
fêmea,fêmea
natural,natural
cobalto,cobalto
lado,lado
infeccioso,infeccioso
biossólido,biossólido
florescimento,florescimento
insolação,insolação
prever,prever
estação,estação
desânimo,desânimo
partícula,partícula
gargalo,gargalo
subtropical,subtropical
diagnosticar,diagnosticar
estaçãar,estaçãar
hormônio,hormônio
implantar,implantar
contaminar,contaminar
aureu,aureu
esperar,esperar
auxiliar,auxiliar
biológico,biológico
balanço,balanço
extração,extração
planta,planta
vacar,vacar
germinação,germinação
ereto,ereto
pé,pé
elétrica,elétrica
rotacionar,rotacionar
graxo,graxo
dormência,dormência
gestante,gestante
topografia,topografia
semear,semear
barato,barato
derivar,derivar
reter,reter
picar,picar
microbiano,microbiano
inoculação,inoculação
financeiro,financeiro
fisiológico,fisiológico
caule,caule
capineiro,capineiro
subnutrição,subnutrição
incidência,incidência
bovina,bovina
iodar,iodar
alcoólico,alcoólico
macho,macho
micronutriente,micronutriente
terreno,terreno
semissólido,semissólido
balde,balde
pico,pico
molécular,molécular
serragem,serragem
decumbens,decumbens
pelagem,pelagem
infertilidade,infertilidade
guzerá,guzerá
diarreia,diarreia
identificar,identificar
touceira,touceira
comer,comer
preventivo,preventivo
salinidade,salinidade
metionina,metionina
salmonelose,salmonelose
eucalipto,eucalipto
secreção,secreção
babesiose,babesiose
integração,integração
oócito,oócito
fitoterapia,fitoterapia
brizanthar,brizanthar
espessura,espessura
grão,grão
substância,substância
rendimento,rendimento
lácteo,lácteo
ácidos,ácidos
forrageiro,forrageiro
canaleta,canaleta
doente,doente
brinco,brinco
artificial,artificial
libido,libido
gestação,gestação
evaporativo,evaporativo
intramamário,intramamário
parasita,parasita
confiança,confiança
maculoso,maculoso
treinamento,treinamento
homozigoto,homozigoto
eletroejaculação,eletroejaculação
oral,oral
casca,casca
cova,cova
mineral,mineral
microbiana,microbiana
lactente,lactente
moer,moer
picada,picada
haste,haste
mamar,mamar
indesejável,indesejável
novilho,novilho
proliferação,proliferação
ordenha,ordenha
cultura,cultura
rancificação,rancificação
cisto,cisto
alta,alta
físico,físico
estiagem,estiagem
acasalar,acasalar
portador,portador
tuberculose,tuberculose
delgar,delgar
mãe,mãe
balancear,balancear
face,face
aspersor,aspersor
filho,filho
água,água
rufião,rufião
miíase,miíase
sobreordenha,sobreordenha
hipoclorito,hipoclorito
bulbo,bulbo
imunidade,imunidade
prescrever,prescrever
cruza,cruza
zootécnico,zootécnico
manganês,manganês
estolonífera,estolonífera
tostar,tostar
infestação,infestação
bactéria,bactéria
heterozigoto,heterozigoto
infestar,infestar
calagem,calagem
erosão,erosão
cesariana,cesariana
demorar,demorar
butírico,butírico
telefone,telefone
cromossomo,cromossomo
digestível,digestível
diarrear,diarrear
inflamação,inflamação
parir,parir
parto,parto
humidicola,humidicola
reprodutivo,reprodutivo
braquiária,braquiária
teta,teta
palatabilidade,palatabilidade
aeração,aeração
esterco,esterco
carreta,carreta
micuim,micuim
sanitário,sanitário
mal,mal
bulir,bulir
gênero,gênero
veneno,veneno
glóbulo,glóbulo
associação,associação
carrapato,carrapato
inalto,inalto
nitrogênio,nitrogênio
viral,viral
sintetizar,sintetizar
contagioso,contagioso
permanente,permanente
fluxo,fluxo
palpação,palpação
genômica,genômica
tratamento,tratamento
descer,descer
ovário,ovário
durabilidade,durabilidade
útero,útero
infecção,infecção
berne,berne
mecânico,mecânico
sphacelatar,sphacelatar
pubescem,pubescem
revacinar,revacinar
antibiótico,antibiótico
nutricional,nutricional
descartar,descartar
elevar,elevar
cordão,cordão
excremento,excremento
mamite,mamite
montar,montar
carbonato,carbonato
hectare,hectare
lembrar,lembrar
aptidão,aptidão
manteiguer,manteiguer
uterino,uterino
forrageira,forrageira
presença,presença
cirúrgico,cirúrgico
afecção,afecção
magnésio,magnésio
insumo,insumo
estresse,estresse
aminar,aminar
proteico,proteico
veranico,veranico
excesso,excesso
grosso,grosso
baia,baia
tanques,tanques
úmer,úmer
combate,combate
fígado,fígado
bater,bater
fibroso,fibroso
luminosidade,luminosidade
lei,lei
régua,régua
acesso,acesso
músculo,músculo
criopreservação,criopreservação
parasitária,parasitária
calcário,calcário
medida,medida
cruzamento,cruzamento
espermograma,espermograma
ultrassonografia,ultrassonografia
silo,silo
lona,lona
tecido,tecido
dactylon,dactylon
rodízio,rodízio
pássaro,pássaro
maturação,maturação
arbóreo,arbóreo
tubo,tubo
reciclagem,reciclagem
fibra,fibra
solúvel,solúvel
tubulação,tubulação
intramamária,intramamária
legislação,legislação
invasor,invasor
mamário,mamário
edema,edema
perene,perene
cajan,cajan
cerca,cerca
limpar,limpar
suplemento,suplemento
patogênico,patogênico
tampão,tampão
cordoalha,cordoalha
secar,secar
sexo,sexo
suplementar,suplementar
cirurgia,cirurgia
mucunoide,mucunoide
prolapso,prolapso
demora,demora
anaeróbia,anaeróbia
canavial,canavial
fertilizante,fertilizante
tampa,tampa
vermifugar,vermifugar
lodo,lodo
mensal,mensal
fator,fator
enxofre,enxofre
safra,safra
apatia,apatia
variação,variação
ácer,ácer
vagina,vagina
mitocondrial,mitocondrial
inflorescência,inflorescência
examinar,examinar
ferir,ferir
tanque,tanque
higiênica,higiênica
resíduo,resíduo
médico,médico
feto,feto
médio,médio
foliar,foliar
cigarra,cigarra
queimar,queimar
vedação,vedação
fértil,fértil
hospedeiro,hospedeiro
recomendação,recomendação
efeito,efeito
enfermidade,enfermidade
dor,dor
creme,creme
colônia,colônia
ectoparasita,ectoparasita
pressão,pressão
pasteurização,pasteurização
cérvix,cérvix
fermentar,fermentar
couro,couro
barbela,barbela
capitata,capitata
exigência,exigência
gaiola,gaiola
parasitismo,parasitismo
holandês,holandês
herdar,herdar
doença,doença
pele,pele
ave,ave
bermuda,bermuda
sulco,sulco
inimigo,inimigo
embrião,embrião
visão,visão
consumidor,consumidor
copa,copa
radiação,radiação
ver,ver
tomar,tomar
protease,protease
vento,vento
desidratação,desidratação
seco,seco
gesso,gesso
semente,semente
grande,grande
chorume,chorume
cor,cor
gel,gel
endereço,endereço
contaminação,contaminação
baixo,baixo
fresco,fresco
concreto,concreto
ciclo,ciclo
gênerar,gênerar
demandar,demandar
estimular,estimular
plântula,plântula
purpureum,purpureum
mosca,mosca
teto,teto
carrapaticida,carrapaticida
resistente,resistente
dose,dose
desinfecção,desinfecção
procurar,procurar
perfil,perfil
cru,cru
droga,droga
manual,manual
acidose,acidose
irrigação,irrigação
cestoide,cestoide
digestãar,digestãar
termômetro,termômetro
semiáridar,semiáridar
vegetal,vegetal
medir,medir
meio,meio
cobrir,cobrir
ressemeadura,ressemeadura
máximo,máximo
aeróbio,aeróbio
ingrediente,ingrediente
vapor,vapor
cigarrinhar,cigarrinhar
feijão,feijão
abdômen,abdômen
leiteiro,leiteiro
velho,velho
larva,larva
ração,ração
quarto,quarto
divisória,divisória
profissional,profissional
acessar,acessar
trocar,trocar
usina,usina
compostagem,compostagem
terço,terço
cair,cair
naturalizar,naturalizar
aspersão,aspersão
genoma,genoma
suficiente,suficiente
proteína,proteína
macrocephala,macrocephala
odor,odor
diluir,diluir
ferramenta,ferramenta
multiflorum,multiflorum
ovulação,ovulação
seca,seca
base,base
capineira,capineira
queda,queda
cabeça,cabeça
